Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDC53,1651.786011,OUT017
FDY45,1624.508667,OUT013
FDA22,1505.561279,OUT010
FDE02,1674.525024,OUT035
FDW21,1320.239746,OUT045
FDV34,1648.646484,OUT046
FDS59,1335.341064,OUT049
NCW17,1328.290405,OUT017
NCK54,1348.329712,OUT046
FDG17,1651.652344,OUT019
FDG35,1444.417847,OUT017
FDD08,1663.810547,OUT010
NCO07,1461.340454,OUT017
FDJ10,1452.949219,OUT010
FDW36,1283.37085,OUT017
FDW21,1377.456299,OUT010
FDY19,1320.115723,OUT017
DRE03,1654.64624,OUT013
NCC55,1639.313965,OUT049
FDH52,1709.812256,OUT010
FDO09,1573.286621,OUT017
FDU43,1557.237671,OUT045
FDX09,1508.165527,OUT010
FDH40,1765.138916,OUT019
FDW58,1308.807373,OUT017
FDC47,1493.862183,OUT017
NCR41,1718.991699,OUT035
DRG49,1534.985596,OUT035
FDC52,1749.814209,OUT027
FDY13,1636.971313,OUT046
FDY35,1634.635132,OUT013
FDI35,1463.63208,OUT017
NCU18,1380.058716,OUT049
FDY33,1344.156128,OUT018
FDC15,1711.876221,OUT027
FDU01,1526.983032,OUT049
NCU42,1402.134766,OUT046
NCV29,1376.832642,OUT018
NCY30,1434.986328,OUT017
FDQ46,1336.943237,OUT049
FDG58,1738.832642,OUT027
FDK33,1495.320679,OUT017
NCD07,1312.890503,OUT045
NCX29,1667.139404,OUT027
NCT42,1405.546021,OUT013
DRN59,1649.553833,OUT035
FDI44,1671.518066,OUT035
FDA45,1494.908813,OUT049
FDP31,1635.727539,OUT045
FDY01,1312.713867,OUT046
FDT09,1307.065063,OUT018
DRH03,2021.880371,OUT027
FDA36,1394.684448,OUT018
NCF31,1342.143555,OUT017
FDG14,1415.624146,OUT049
FDG28,1872.049194,OUT027
FDU14,1617.682007,OUT049
FDY47,1449.960938,OUT019
FDI56,1673.601563,OUT049
DRD01,1664.457642,OUT013
FDM22,1626.197754,OUT046
FDH33,1645.26416,OUT013
DRZ24,1379.80249,OUT013
NCQ38,1278.41626,OUT046
FDO16,1982.291016,OUT027
FDU07,1706.599243,OUT027
NCB07,1507.186401,OUT013
FDU48,1351.606201,OUT045
NCM43,1410.01355,OUT045
FDR31,1460.713745,OUT010
DRK49,1544.788452,OUT018
NCI30,1623.599121,OUT010
DRD60,1448.101929,OUT017
NCG19,1506.239136,OUT046
FDH12,1270.018433,OUT035
FDM32,1725.457031,OUT035
FDM27,1431.474243,OUT035
NCU53,1739.891724,OUT027
NCQ18,1653.968872,OUT046
FDS10,1515.880493,OUT013
FDB33,1723.011597,OUT027
FDI12,1678.684448,OUT013
NCW42,1547.260864,OUT013
NCC06,1260.251221,OUT018
FDW02,1355.077393,OUT017
NCD43,1259.937012,OUT017
FDM57,1576.631348,OUT018
FDA58,1516.57959,OUT017
FDK56,1441.92395,OUT046
FDP52,1541.693848,OUT045
FDW20,1295.9198,OUT018
FDS52,1300.089355,OUT049
NCT29,1234.875854,OUT018
NCL54,1499.533813,OUT013
FDC05,1490.394409,OUT045
FDF34,1500.507568,OUT035
FDP03,1668.173584,OUT027
FDD32,1755.663696,OUT010
FDZ10,1368.699219,OUT045
FDZ40,1603.102051,OUT035
FDD51,1542.103149,OUT018
NCY30,1554.307373,OUT019
FDP58,1511.889526,OUT017
FDV49,1574.255981,OUT017
FDY24,1716.703613,OUT019
NCO55,1260.336792,OUT017
FDR13,1282.474121,OUT017
FDS51,1641.974487,OUT017
FDP26,1293.640747,OUT045
NCB54,1635.381104,OUT027
FDF32,1505.622437,OUT017
FDN31,1403.609863,OUT018
DRM48,1565.001465,OUT017
FDN20,1493.132568,OUT049
DRL01,1529.628174,OUT046
FDV56,1352.517456,OUT049
DRH13,1606.959839,OUT027
FDA03,1387.404541,OUT017
FDF47,1840.988647,OUT027
FDX32,1378.332153,OUT046
FDX57,1742.79834,OUT049
NCA30,1474.129883,OUT045
FDO49,1678.672485,OUT013
FDL04,1398.728271,OUT019
DRM48,1599.056763,OUT035
FDR16,1549.803345,OUT013
NCC19,1385.994019,OUT018
NCE42,1553.750977,OUT045
FDY24,1613.285522,OUT017
FDH19,1478.538452,OUT049
FDJ46,1513.195923,OUT013
FDN45,1608.294067,OUT010
FDY08,1331.938599,OUT035
FDZ37,1697.608521,OUT035
NCT30,1549.99231,OUT045
DRY23,1481.094727,OUT018
NCZ30,1251.64624,OUT018
FDC44,1248.196167,OUT018
FDB45,1316.230347,OUT035
FDY04,1455.56311,OUT013
FDM27,1402.455322,OUT046
FDZ43,1549.915405,OUT017
FDT39,1506.448242,OUT019
NCC06,1453.803223,OUT019
FDL15,1704.490967,OUT027
FDL57,1547.678711,OUT017
FDU08,1703.464355,OUT046
FDK40,1583.83728,OUT017
FDQ12,1631.956177,OUT010
FDS48,1408.984253,OUT017
FDP09,1499.911011,OUT045
FDW21,1758.173462,OUT049
FDY25,1511.487549,OUT035
DRE13,1638.431641,OUT017
FDV43,1702.931274,OUT019
FDD22,1315.920044,OUT045
FDM46,1761.233887,OUT019
NCO30,1559.135498,OUT010
FDM25,1439.039673,OUT046
NCN41,1352.730225,OUT049
FDU24,1681.584717,OUT045
FDZ50,1455.471313,OUT046
FDP45,1599.72522,OUT013
NCM54,1345.165894,OUT045
FDW10,1547.998779,OUT019
FDP20,1354.886841,OUT017
FDK32,1398.71228,OUT046
FDN52,1666.849243,OUT049
FDM58,1323.522339,OUT045
FDZ46,1622.502197,OUT027
NCA18,1243.610229,OUT018
FDD35,1367.172607,OUT046
NCK31,1613.919556,OUT035
FDI40,1595.928467,OUT027
FDT50,1779.661865,OUT019
NCT06,1415.207886,OUT046
FDT31,1488.194946,OUT035
FDT45,1673.756348,OUT049
FDT13,1499.957275,OUT045
FDO50,1697.429932,OUT045
NCU18,1447.131226,OUT010
NCR54,1520.842773,OUT049
NCO18,1359.181763,OUT018
FDU09,1598.713257,OUT045
FDT13,1422.527954,OUT018
FDE09,1295.440308,OUT046
NCK53,1393.592407,OUT019
FDG45,1527.566406,OUT049
DRH15,1606.462158,OUT035
FDO21,1655.082764,OUT019
FDD14,1751.987915,OUT027
FDC09,1283.575073,OUT046
FDH45,1904.500366,OUT027
FDV32,1596.003418,OUT046
FDG12,1382.240601,OUT035
FDS32,1419.576416,OUT013
NCL55,1494.374878,OUT018
DRE01,1564.453003,OUT035
DRE15,1722.295166,OUT049
NCL42,1553.014282,OUT045
FDP31,1671.444702,OUT013
FDN33,1593.490234,OUT018
FDZ59,1376.472168,OUT046
FDE45,1554.883911,OUT010
FDJ07,1387.21936,OUT013
FDQ45,1398.786011,OUT018
FDM33,1847.022461,OUT027
FDO15,1755.493286,OUT010
FDM46,1673.029175,OUT013
FDR03,1540.757446,OUT045
FDY49,1356.444092,OUT018
FDQ60,1310.064087,OUT045
FDW10,1485.625732,OUT049
FDO51,1647.455078,OUT049
FDJ40,1245.340942,OUT018
FDS20,1369.936035,OUT018
FDU45,1346.973511,OUT013
FDV02,1459.93457,OUT035
FDN09,1562.962036,OUT046
NCM55,1772.050659,OUT027
FDN23,1296.728516,OUT018
FDY31,1466.591675,OUT010
FDW03,1398.473877,OUT010
FDD14,1420.047363,OUT046
FDV23,1349.974854,OUT017
DRI03,1471.258423,OUT045
FDN13,1690.504028,OUT035
FDF45,1970.259155,OUT027
FDU46,1705.299194,OUT035
FDB57,1558.640015,OUT049
FDV12,1736.999023,OUT049
FDQ58,1456.792358,OUT013
NCA18,1304.027222,OUT017
FDH52,1655.821411,OUT049
FDM24,1318.894531,OUT018
NCP43,1761.255493,OUT027
NCO18,1552.084717,OUT019
FDM32,1690.051025,OUT017
NCL07,1583.840576,OUT017
FDK03,1601.017578,OUT013
FDP59,1262.747314,OUT017
FDQ24,1601.696899,OUT049
FDQ16,1229.18811,OUT018
FDU44,1452.152466,OUT013
FDH28,1677.17334,OUT010
FDV28,1686.177734,OUT019
FDM22,1632.705688,OUT045
FDR56,1474.031128,OUT046
FDV39,1573.189819,OUT049
FDU37,1731.003418,OUT019
FDQ11,1636.309814,OUT010
FDX02,1534.262939,OUT045
NCS42,1555.323975,OUT018
FDY57,1998.393188,OUT027
FDB21,1569.416382,OUT049
FDE28,1501.025024,OUT017
FDQ55,1331.43042,OUT017
FDA48,1562.39209,OUT049
FDZ19,1426.516357,OUT045
NCC43,1538.407227,OUT045
NCV18,1600.837158,OUT046
NCA42,1339.622681,OUT018
FDY45,1587.540405,OUT046
NCC30,1446.735229,OUT045
FDM57,1696.026733,OUT013
FDL09,1509.455811,OUT010
FDB09,1652.79187,OUT027
FDT44,1352.963867,OUT035
NCT06,1746.59436,OUT027
FDX26,1496.933472,OUT049
FDK32,1456.890991,OUT013
DRA12,1400.371094,OUT046
FDO46,1561.18457,OUT010
FDE52,1743.681519,OUT013
NCH42,1497.684814,OUT045
FDV08,1634.241699,OUT035
FDB47,1402.084595,OUT018
FDC28,1390.140503,OUT010
FDD22,1306.792114,OUT046
FDS07,1664.798828,OUT027
DRI13,1540.366577,OUT045
FDG32,1422.922607,OUT018
FDU14,1568.126221,OUT017
FDD28,1747.212891,OUT019
NCP41,1280.057617,OUT017
FDS08,1458.75769,OUT049
FDX47,1392.437988,OUT045
FDC53,1388.914063,OUT019
FDQ19,1578.377075,OUT035
FDL14,1377.331787,OUT045
FDM33,1625.514893,OUT019
FDA51,1296.779663,OUT045
FDZ27,1544.462036,OUT018
FDT04,1596.96582,OUT046
DRC13,1397.219482,OUT049
FDR16,1832.444336,OUT027
FDQ03,1879.814087,OUT027
FDE38,1433.166016,OUT035
DRH23,1943.072266,OUT027
FDT11,1579.854126,OUT019
FDD09,1505.830566,OUT035
FDR40,1655.194336,OUT045
FDX07,1483.230347,OUT017
FDR07,1683.385742,OUT035
FDA51,1284.534668,OUT017
FDT59,1659.713501,OUT019
FDF20,1475.77417,OUT017
FDR13,1291.668091,OUT045
FDY26,1544.403687,OUT049
FDW04,1345.823242,OUT017
FDK52,1527.466187,OUT017
FDN60,1432.953979,OUT049
FDM09,1542.382568,OUT019
FDP46,1726.940552,OUT049
FDB50,1756.519531,OUT019
NCQ29,1591.324219,OUT049
FDP16,1872.702026,OUT027
FDX33,1314.365234,OUT018
FDP07,1565.747314,OUT010
FDN22,1556.693115,OUT046
FDF39,1631.401123,OUT049
FDS21,1614.057739,OUT017
NCM42,1326.761353,OUT013
FDK50,1519.852905,OUT019
DRF13,1733.614502,OUT027
FDH35,1361.150269,OUT018
FDP60,1641.601196,OUT018
DRJ49,1707.991089,OUT027
NCT42,1482.990479,OUT019
FDE38,1450.734985,OUT049
FDI04,1521.487915,OUT049
NCH54,1376.937866,OUT045
FDT56,1642.3302,OUT049
DRD15,1453.958862,OUT018
FDV58,1526.427612,OUT013
FDP21,1486.012451,OUT049
FDH05,1570.409058,OUT013
FDR10,1746.216187,OUT027
NCP06,1376.915405,OUT045
FDF33,1346.261963,OUT049
DRK37,1530.835938,OUT013
DRH49,1680.1427,OUT045
FDT58,1437.445679,OUT013
FDD41,1210.952271,OUT018
FDP40,1231.834595,OUT018
FDM51,1639.373901,OUT027
FDO45,1766.90979,OUT010
FDW33,1363.885986,OUT010
FDY24,1616.210571,OUT045
FDB10,1643.27124,OUT010
FDM40,1404.113403,OUT035
NCI06,1423.63562,OUT017
FDW12,1469.39209,OUT019
FDX48,1710.906006,OUT027
NCW05,1590.380981,OUT027
FDX27,1676.111328,OUT017
DRM37,1501.77002,OUT045
FDA38,1537.952881,OUT045
FDR36,1557.227905,OUT046
FDZ45,1492.567871,OUT046
FDG05,1421.192017,OUT017
FDK28,1598.28186,OUT013
FDV47,1679.343506,OUT045
FDN21,1424.00415,OUT045
FDP20,1685.214966,OUT027
FDI35,1478.194702,OUT045
DRY23,1599.926392,OUT013
FDA56,1320.539063,OUT017
FDB09,1368.639038,OUT013
NCO26,1611.838257,OUT027
FDQ49,1336.622314,OUT018
FDI52,1662.821655,OUT027
FDZ44,1616.421753,OUT027
FDZ09,1336.391235,OUT018
FDY03,1335.390015,OUT049
NCG42,1353.8302,OUT017
DRI13,1859.14917,OUT027
FDQ32,1386.164673,OUT013
FDW16,1681.591553,OUT035
FDU27,1598.033936,OUT046
FDR28,1525.49707,OUT010
FDQ49,1507.078613,OUT010
FDS37,1301.333862,OUT046
FDW26,1424.634521,OUT018
FDX12,1501.548462,OUT018
NCP06,1417.124878,OUT013
FDW45,1477.470581,OUT010
NCN30,1714.122559,OUT049
FDN24,1642.125732,OUT049
NCL41,1883.458862,OUT027
FDR02,1427.732666,OUT019
FDD09,1569.115723,OUT010
FDS33,1724.305176,OUT010
FDU22,1348.644409,OUT045
FDI53,1440.485962,OUT013
DRH01,1469.235352,OUT049
FDX32,1422.596558,OUT013
NCP30,1513.192749,OUT018
FDB60,1463.633301,OUT045
FDB14,1721.48584,OUT049
NCP02,1603.971924,OUT035
FDJ10,1327.372803,OUT017
FDG34,1321.118408,OUT046
NCB18,1629.177856,OUT017
FDM16,1674.51709,OUT049
FDW25,1582.593018,OUT018
FDB35,1769.43811,OUT010
DRN11,1394.822266,OUT013
FDF41,1659.406006,OUT019
FDH16,1678.517456,OUT045
NCQ50,1443.697632,OUT018
DRH23,1546.026367,OUT018
DRJ37,1452.14563,OUT013
DRJ24,1768.560791,OUT027
FDY16,1500.139404,OUT035
FDQ27,1312.896729,OUT045
FDZ33,1400.312988,OUT045
FDF29,1377.449585,OUT045
FDA08,1477.182617,OUT049
FDG31,1647.02478,OUT046
FDE34,1523.12915,OUT019
NCR30,1946.057495,OUT027
FDV33,1577.386719,OUT035
DRZ24,1251.239746,OUT018
NCL54,1471.110107,OUT035
FDR12,1472.643799,OUT049
NCC54,1497.304932,OUT046
DRN59,1659.839844,OUT013
FDX50,1411.199707,OUT019
FDV31,1754.832153,OUT027
NCA29,1763.944458,OUT027
FDW60,1499.027588,OUT049
FDX08,1448.764282,OUT017
DRD49,1552.326416,OUT013
FDD33,1543.436768,OUT046
FDW35,1648.776245,OUT013
FDJ36,1272.380493,OUT017
FDV51,1451.859009,OUT035
FDW36,1289.425171,OUT046
FDH35,1428.979248,OUT046
NCS30,1671.803711,OUT027
FDN49,1564.423706,OUT017
FDL08,1506.936768,OUT018
FDI09,1594.970581,OUT013
FDP19,1300.745483,OUT018
FDU21,1670.931396,OUT010
NCP41,1289.569336,OUT045
FDY10,1350.937622,OUT013
FDP12,1492.90979,OUT018
NCN26,1386.278076,OUT049
FDK44,1487.493774,OUT013
FDC28,1350.041138,OUT049
FDJ41,1875.017212,OUT027
NCT29,1344.700195,OUT035
NCH42,1612.520752,OUT019
FDU60,1366.182861,OUT018
FDS02,1508.803833,OUT045
FDC51,1371.01001,OUT046
FDU03,1511.742432,OUT013
FDX39,1512.568848,OUT045
NCY05,1665.927979,OUT010
NCL06,1870.861206,OUT027
FDD32,1684.137085,OUT035
NCN41,1318.19165,OUT045
NCX53,1419.927002,OUT049
FDU57,1469.237793,OUT019
FDQ23,1274.973755,OUT046
FDQ52,1547.917358,OUT045
FDC14,1605.057861,OUT045
FDY09,1481.293823,OUT035
FDQ28,1415.547485,OUT045
FDV25,1516.425537,OUT046
FDJ07,1360.319214,OUT035
DRB25,1327.944458,OUT049
FDK52,1630.331299,OUT019
FDY52,1983.817505,OUT027
FDB28,1467.412109,OUT046
FDT36,1623.076294,OUT035
FDV25,1517.013062,OUT017
NCN07,1655.227539,OUT027
FDC57,1458.996094,OUT017
FDQ03,1480.858887,OUT018
FDU23,1448.405884,OUT017
NCX41,1535.802856,OUT035
NCD06,1599.143433,OUT035
FDW08,1320.391602,OUT045
NCU29,1328.470947,OUT017
NCE06,1410.397705,OUT013
FDV52,1414.790283,OUT010
FDB02,1425.996948,OUT017
NCR18,1605.428467,OUT045
FDK16,1693.311768,OUT049
NCQ29,1646.177368,OUT010
FDZ01,1393.998047,OUT019
FDW27,1422.892944,OUT035
FDD17,1459.013428,OUT018
FDW39,1508.409546,OUT013
DRH59,1670.379517,OUT045
FDS52,1304.2677,OUT013
FDU40,1796.656128,OUT027
NCF54,1450.036255,OUT013
FDH46,1285.326538,OUT045
NCP14,1284.696289,OUT049
FDH50,1503.24585,OUT049
DRF15,1501.914063,OUT010
FDV27,1953.464233,OUT027
NCJ06,1347.048218,OUT049
FDN02,1421.088745,OUT018
FDQ51,1678.739624,OUT049
FDQ07,1498.656006,OUT017
FDS45,1323.839478,OUT049
NCJ06,1316.736084,OUT045
FDD36,1360.791748,OUT035
FDY25,1497.455322,OUT045
FDU52,1385.97168,OUT046
DRK47,1495.16394,OUT017
NCL30,1341.130493,OUT017
FDN22,1588.760742,OUT035
NCF30,1631.391235,OUT027
FDK03,1583.973511,OUT035
FDT45,1628.279907,OUT017
NCC54,1824.672974,OUT027
FDP08,1396.724731,OUT018
FDU44,1406.109375,OUT046
DRG39,1655.073486,OUT035
FDU32,1387.418213,OUT049
FDY27,1495.703735,OUT049
NCP54,1387.057495,OUT013
NCZ41,1394.774048,OUT049
DRL49,1405.703735,OUT013
FDI05,1532.082031,OUT018
FDY56,1512.990723,OUT045
DRC13,1402.256836,OUT013
NCV29,1445.559448,OUT017
FDR24,1698.703247,OUT049
FDZ34,1412.96106,OUT018
FDP37,1346.731934,OUT035
FDX08,1774.396729,OUT027
FDS57,1380.177002,OUT045
NCG18,1328.992065,OUT049
FDK25,1342.472534,OUT018
FDH53,1724.035767,OUT049
DRI59,1447.912354,OUT018
FDA52,1430.813232,OUT046
FDT20,1693.265625,OUT010
FDE36,1526.132813,OUT019
FDI24,1427.728271,OUT017
FDB28,1405.703247,OUT018
FDV11,1423.484741,OUT017
FDP01,1383.575562,OUT046
FDD34,1738.163696,OUT027
FDJ50,1921.213745,OUT027
FDZ44,1339.432251,OUT013
DRO59,1665.995361,OUT035
DRB48,1622.040894,OUT045
FDR21,1349.520386,OUT018
NCE42,1634.235474,OUT010
FDO23,1669.393677,OUT046
NCE30,1423.730103,OUT018
FDQ22,1622.477051,OUT035
FDY01,1327.709351,OUT045
FDS08,1417.03772,OUT017
FDG28,1473.145996,OUT018
FDQ51,1568.248901,OUT018
FDB05,1528.453491,OUT017
FDO56,1358.482178,OUT049
FDE02,1574.466553,OUT018
FDN45,1497.390259,OUT017
FDS09,1613.765259,OUT013
NCA54,1372.062012,OUT018
FDP09,1604.278809,OUT010
FDC53,1670.829712,OUT045
NCM55,1442.275757,OUT017
FDL09,1328.75354,OUT018
FDA11,1771.009277,OUT019
FDA50,1664.428833,OUT045
FDC23,1460.242798,OUT017
FDE22,1416.135254,OUT049
FDD23,1445.001465,OUT046
NCA29,1479.680542,OUT049
FDK38,1378.224731,OUT046
DRC13,1340.678833,OUT046
NCP43,1474.077271,OUT049
FDX28,1736.035156,OUT049
FDF08,1714.52063,OUT049
FDZ33,1389.390381,OUT046
FDD10,1505.989746,OUT049
FDO58,1402.323975,OUT017
FDI50,1518.179932,OUT017
FDO58,1422.618042,OUT045
FDX08,1495.687134,OUT013
NCK17,1686.026123,OUT010
FDF39,1623.439209,OUT035
FDU45,1414.367554,OUT010
NCJ18,1216.127075,OUT018
DRC27,1663.493042,OUT019
DRC25,1682.874756,OUT035
FDU59,1429.212158,OUT035
FDU28,1498.788574,OUT035
NCP30,1579.54248,OUT046
FDB39,1550.311401,OUT018
FDE41,1700.882813,OUT013
DRH11,1707.237549,OUT010
FDA58,1530.802612,OUT045
FDU50,1324.456055,OUT046
FDM34,1401.481812,OUT013
FDM44,1606.037476,OUT027
FDR39,1467.484863,OUT045
FDM25,1456.841919,OUT045
FDQ49,1449.467651,OUT049
DRH25,1571.464233,OUT018
FDM09,1739.668945,OUT027
FDL44,1540.9646,OUT019
NCR42,1469.803589,OUT018
DRL59,1611.874634,OUT046
FDX43,1484.676147,OUT013
DRK47,1601.106201,OUT010
FDU48,1272.611694,OUT018
FDY12,1594.733643,OUT045
NCN43,1275.468506,OUT018
NCM55,1371.653076,OUT018
FDQ21,1685.249146,OUT027
FDX13,1566.229126,OUT035
NCK30,1864.880127,OUT027
FDG20,1470.607056,OUT049
DRG27,1563.655151,OUT017
FDY14,1490.330688,OUT018
FDP59,1293.056274,OUT035
FDU60,1424.012207,OUT017
NCC18,1522.737427,OUT019
DRJ39,1508.110596,OUT017
FDS07,1375.634033,OUT049
FDM08,1866.031616,OUT027
FDP51,1330.469849,OUT045
FDU16,1696.198975,OUT035
FDH12,1294.4552,OUT013
DRE48,1584.234375,OUT010
NCL42,1867.137085,OUT027
FDR21,1432.747681,OUT045
NCW29,1363.335083,OUT035
FDO11,1568.608521,OUT013
NCM31,1396.418701,OUT049
FDV35,1503.772949,OUT019
FDF58,1651.682983,OUT017
NCE43,1435.710327,OUT049
FDA02,1390.878296,OUT035
DRL37,1702.231201,OUT010
FDR24,1591.23291,OUT018
FDW59,1722.38208,OUT049
FDS22,1658.214722,OUT049
FDW24,1578.197876,OUT017
