Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
DRI49,1577.980316,OUT049
FDT28,1240.350767,OUT019
FDQ22,1531.924435,OUT018
FDR60,1577.980316,OUT049
FDC50,556.3829938,OUT019
FDV24,2399.848804,OUT013
DRF48,1710.425595,OUT010
FDQ47,1577.980316,OUT046
DRN36,1715.881031,OUT049
NCY06,2032.474752,OUT035
FDE52,1667.410909,OUT035
NCB54,2032.474752,OUT045
NCF31,2399.848804,OUT035
FDJ08,3418.873199,OUT027
NCC07,1816.569193,OUT017
NCD19,2126.929883,OUT027
FDL46,1986.226356,OUT049
FDM20,3085.48932,OUT045
NCI06,1656.444632,OUT010
DRM11,3085.48932,OUT035
NCH07,2353.792923,OUT018
FDS23,2032.474752,OUT013
FDO49,1531.924435,OUT018
FDS35,1577.980316,OUT049
DRK39,1623.236124,OUT045
DRI39,1577.980316,OUT049
FDV04,2399.848804,OUT017
NCN14,2869.923632,OUT035
FDH08,3085.48932,OUT013
FDS20,2869.923632,OUT046
FDV40,1577.980316,OUT049
FDZ48,706.8562828,OUT010
FDS24,2172.185691,OUT027
FDK44,2768.182302,OUT049
FDS48,2315.609225,OUT045
FDK26,1710.425595,OUT010
FDD23,2869.923632,OUT045
NCH54,2483.776704,OUT017
NCP14,657.0711557,OUT010
FDM60,418.4822792,OUT010
FDV24,2399.848804,OUT017
FDH08,3039.433439,OUT018
FDS12,2581.424319,OUT027
FDR39,3364.892236,OUT027
FDP12,2126.929883,OUT027
DRF60,3634.438887,OUT027
FDC09,1816.569193,OUT035
FDF50,2823.867751,OUT018
FDG28,3085.48932,OUT035
NCE19,1577.980316,OUT017
NCM53,657.0711557,OUT010
NCN18,1866.35432,OUT049
FDF32,2935.18259,OUT035
FDF11,3085.48932,OUT013
DRI59,3085.48932,OUT049
NCG54,2666.242972,OUT035
FDM44,1773.155392,OUT046
FDT57,3039.433439,OUT018
FDV24,2399.848804,OUT046
FDI50,1925.991283,OUT019
FDS09,1577.980316,OUT035
NCC31,2948.798371,OUT027
FDQ07,1925.991283,OUT019
FDC22,2869.923632,OUT017
FDZ56,2666.242972,OUT046
FDZ40,418.4822792,OUT019
FDS46,2535.175923,OUT027
DRD24,2105.860742,OUT045
FDV45,2869.923632,OUT017
FDL26,2399.848804,OUT045
FDA56,1986.418872,OUT018
FDN27,1986.226356,OUT046
FDM20,3085.48932,OUT049
FDO16,1623.236124,OUT017
FDL03,2869.923632,OUT035
FDE58,1986.226356,OUT046
FDI02,2477.612939,OUT027
NCC55,418.4822792,OUT019
FDR03,2987.912939,OUT018
FDB14,1667.410909,OUT017
FDR45,3085.48932,OUT013
NCN07,2032.474752,OUT017
FDM51,657.0711557,OUT019
FDT52,3634.438887,OUT027
FDL26,2399.848804,OUT046
NCZ42,3085.48932,OUT046
DRI47,1156.111188,OUT019
FDW40,2105.860742,OUT013
FDN34,2666.242972,OUT046
FDS01,2815.942669,OUT035
NCG55,1986.226356,OUT045
FDC11,1623.236124,OUT035
FDX35,3039.433439,OUT018
NCB06,2399.848804,OUT046
FDR09,1925.991283,OUT019
FDC53,1715.881031,OUT017
FDY45,3085.48932,OUT013
FDA22,1506.744935,OUT010
FDE02,1715.881031,OUT035
FDW21,1773.155392,OUT045
FDV34,1577.980316,OUT046
FDS59,1866.35432,OUT049
NCW17,2032.474752,OUT017
NCK54,1986.226356,OUT046
FDG17,1925.991283,OUT019
FDG35,2768.182302,OUT017
FDD08,418.4822792,OUT010
NCO07,3085.48932,OUT017
FDJ10,946.3627051,OUT010
FDW36,1816.569193,OUT017
FDW21,613.6573555,OUT010
FDY19,1986.226356,OUT017
DRE03,1577.980316,OUT013
NCC55,1577.980316,OUT049
FDH52,418.4822792,OUT010
FDO09,3085.48932,OUT017
FDU43,3085.48932,OUT045
FDX09,1608.684265,OUT010
FDH40,463.7380867,OUT019
FDW58,1816.569193,OUT017
FDC47,3085.48932,OUT017
NCR41,1715.881031,OUT035
DRG49,3085.48932,OUT035
FDC52,2948.798371,OUT027
FDY13,1577.980316,OUT046
FDY35,1577.980316,OUT013
FDI35,2869.923632,OUT017
NCU18,2105.860742,OUT049
FDY33,2353.792923,OUT018
FDC15,2948.798371,OUT027
FDU01,2869.923632,OUT049
NCU42,2666.242972,OUT046
NCV29,2722.126421,OUT018
NCY30,2869.923632,OUT017
FDQ46,1928.663372,OUT049
FDG58,2948.798371,OUT027
FDK33,3085.48932,OUT017
NCD07,1986.226356,OUT045
NCX29,2864.558792,OUT027
NCT42,2315.609225,OUT013
DRN59,1577.980316,OUT035
FDI44,1577.980316,OUT035
FDA45,2815.942669,OUT049
FDP31,1577.980316,OUT045
FDY01,1986.226356,OUT046
FDT09,2059.804861,OUT018
DRH03,2264.830598,OUT027
FDA36,2823.867751,OUT018
NCF31,2399.848804,OUT017
FDG14,2399.848804,OUT049
FDG28,3634.438887,OUT027
FDU14,3085.48932,OUT049
FDY47,872.9767154,OUT019
FDI56,1667.410909,OUT049
DRD01,1577.980316,OUT013
FDM22,1577.980316,OUT046
FDH33,1577.980316,OUT013
DRZ24,1986.226356,OUT013
NCQ38,1816.569193,OUT046
FDO16,2172.185691,OUT027
FDU07,2864.558792,OUT027
NCB07,2869.923632,OUT013
FDU48,2105.860742,OUT045
NCM43,2549.019566,OUT045
FDR31,1156.111188,OUT010
DRK49,1531.924435,OUT018
NCI30,1925.991283,OUT010
DRD60,2815.942669,OUT017
NCG19,3085.48932,OUT046
FDH12,1816.569193,OUT035
FDM32,1667.410909,OUT035
FDM27,2399.848804,OUT035
NCU53,3097.969133,OUT027
NCQ18,1773.155392,OUT046
FDS10,2815.942669,OUT013
FDB33,2948.798371,OUT027
FDI12,1623.236124,OUT013
NCW42,3085.48932,OUT013
NCC06,1986.418872,OUT018
FDW02,2032.474752,OUT017
NCD43,1816.569193,OUT017
FDM57,1577.180243,OUT018
FDA58,3085.48932,OUT017
FDK56,2869.923632,OUT046
FDP52,3085.48932,OUT045
FDW20,1986.418872,OUT018
FDS52,1773.155392,OUT049
NCT29,1986.418872,OUT018
NCL54,2768.182302,OUT013
FDC05,2869.923632,OUT045
FDF34,2869.923632,OUT035
FDP03,2581.424319,OUT027
FDD32,463.7380867,OUT010
FDZ10,2032.474752,OUT045
FDZ40,1577.980316,OUT035
FDD51,1531.924435,OUT018
NCY30,1656.444632,OUT019
FDP58,3085.48932,OUT017
FDV49,3085.48932,OUT017
FDY24,418.4822792,OUT019
NCO55,1816.569193,OUT017
FDR13,1986.226356,OUT017
FDS51,1577.980316,OUT017
FDP26,1816.569193,OUT045
NCB54,2581.424319,OUT027
FDF32,2869.923632,OUT017
FDN31,2823.867751,OUT018
DRM48,1577.980316,OUT017
FDN20,2666.242972,OUT049
DRL01,3085.48932,OUT046
FDV56,1816.569193,OUT049
DRH13,2365.51876,OUT027
FDA03,2315.609225,OUT017
FDF47,3634.438887,OUT027
FDX32,2315.609225,OUT046
FDX57,1715.881031,OUT049
NCA30,2869.923632,OUT045
FDO49,1577.980316,OUT013
FDL04,657.0711557,OUT019
DRM48,1577.980316,OUT035
FDR16,3085.48932,OUT013
NCC19,2823.867751,OUT018
NCE42,3085.48932,OUT045
FDY24,1577.980316,OUT017
FDH19,2768.182302,OUT049
FDJ46,2768.182302,OUT013
FDN45,1925.991283,OUT010
FDY08,2105.860742,OUT035
FDZ37,1623.236124,OUT035
NCT30,1577.980316,OUT045
DRY23,1531.924435,OUT018
NCZ30,1986.418872,OUT018
FDC44,1940.170475,OUT018
FDB45,1816.569193,OUT035
FDY04,2483.776704,OUT013
FDM27,2399.848804,OUT046
FDZ43,3085.48932,OUT017
FDT39,1240.350767,OUT019
NCC06,872.9767154,OUT019
FDL15,2948.798371,OUT027
FDL57,3085.48932,OUT017
FDU08,1715.881031,OUT046
FDK40,3085.48932,OUT017
FDQ12,1925.991283,OUT010
FDS48,2399.848804,OUT017
FDP09,3085.48932,OUT045
FDW21,1773.155392,OUT049
FDY25,2815.942669,OUT035
DRE13,1623.236124,OUT017
FDV43,418.4822792,OUT019
FDD22,1866.35432,OUT045
FDM46,507.9128724,OUT019
NCO30,1710.425595,OUT010
FDM25,2768.182302,OUT046
NCN41,2032.474752,OUT049
FDU24,1667.410909,OUT045
FDZ50,2869.923632,OUT046
FDP45,3085.48932,OUT013
NCM54,2032.474752,OUT045
FDW10,1608.684265,OUT019
FDP20,2032.474752,OUT017
FDK32,2399.848804,OUT046
FDN52,1623.236124,OUT049
FDM58,1866.35432,OUT045
FDZ46,2415.303887,OUT027
NCA18,1940.170475,OUT018
FDD35,2032.474752,OUT046
NCK31,1577.980316,OUT035
FDI40,2322.104959,OUT027
FDT50,556.3829938,OUT019
NCT06,2549.019566,OUT046
FDT31,2869.923632,OUT035
FDT45,1577.980316,OUT049
FDT13,2869.923632,OUT045
FDO50,1667.410909,OUT045
NCU18,946.3627051,OUT010
NCR54,2869.923632,OUT049
NCO18,2769.886788,OUT018
FDU09,1577.980316,OUT045
FDT13,2823.867751,OUT018
FDE09,1928.663372,OUT046
NCK53,613.6573555,OUT019
FDG45,3085.48932,OUT049
DRH15,1577.980316,OUT035
FDO21,1925.991283,OUT019
FDD14,3418.873199,OUT027
FDC09,1816.569193,OUT046
FDH45,2126.929883,OUT027
FDV32,1577.980316,OUT046
FDG12,1986.226356,OUT035
FDS32,2105.860742,OUT013
NCL55,3039.433439,OUT018
DRE01,3085.48932,OUT035
DRE15,1577.980316,OUT049
NCL42,3085.48932,OUT045
FDP31,1577.980316,OUT013
FDN33,1621.355029,OUT018
FDZ59,2549.019566,OUT046
FDE45,1656.444632,OUT010
FDJ07,1986.226356,OUT013
FDQ45,2823.867751,OUT018
FDM33,3634.438887,OUT027
FDO15,418.4822792,OUT010
FDM46,1667.410909,OUT013
FDR03,3033.96882,OUT045
FDY49,2620.187091,OUT018
FDQ60,1986.226356,OUT045
FDW10,2768.182302,OUT049
FDO51,1577.980316,OUT049
FDJ40,1820.298439,OUT018
FDS20,2823.867751,OUT018
FDU45,1986.226356,OUT013
FDV02,2666.242972,OUT035
FDN09,3085.48932,OUT046
NCM55,3418.873199,OUT027
FDN23,2269.553345,OUT018
FDY31,1156.111188,OUT010
FDW03,657.0711557,OUT010
FDD14,2869.923632,OUT046
FDV23,2032.474752,OUT017
DRI03,2768.182302,OUT045
FDN13,1773.155392,OUT035
FDF45,2126.929883,OUT027
FDU46,1623.236124,OUT035
FDB57,3085.48932,OUT049
FDV12,1773.155392,OUT049
FDQ58,2399.848804,OUT013
NCA18,1986.226356,OUT017
FDH52,1577.980316,OUT049
FDM24,2269.553345,OUT018
NCP43,3364.892236,OUT027
NCO18,1608.684265,OUT019
FDM32,1667.410909,OUT017
NCL07,1577.980316,OUT017
FDK03,3085.48932,OUT013
FDP59,1816.569193,OUT017
FDQ24,3085.48932,OUT049
FDQ16,1820.298439,OUT018
FDU44,2399.848804,OUT013
FDH28,418.4822792,OUT010
FDV28,418.4822792,OUT019
FDM22,1577.980316,OUT045
FDR56,2869.923632,OUT046
FDV39,2869.923632,OUT049
FDU37,418.4822792,OUT019
FDQ11,1925.991283,OUT010
FDX02,3085.48932,OUT045
NCS42,1621.355029,OUT018
FDY57,2264.830598,OUT027
FDB21,3085.48932,OUT049
FDE28,3085.48932,OUT017
FDQ55,1986.226356,OUT017
FDA48,3085.48932,OUT049
FDZ19,2768.182302,OUT045
NCC43,3085.48932,OUT045
NCV18,1623.236124,OUT046
NCA42,2353.792923,OUT018
FDY45,3085.48932,OUT046
NCC30,2815.942669,OUT045
FDM57,1623.236124,OUT013
FDL09,1506.744935,OUT010
FDB09,2581.424319,OUT027
FDT44,1986.226356,OUT035
NCT06,3097.969133,OUT027
FDX26,2869.923632,OUT049
FDK32,2399.848804,OUT013
DRA12,2105.860742,OUT046
FDO46,1710.425595,OUT010
FDE52,1623.236124,OUT013
NCH42,3085.48932,OUT045
FDV08,1577.980316,OUT035
FDB47,3039.433439,OUT018
FDC28,706.8562828,OUT010
FDD22,1986.226356,OUT046
FDS07,2535.175923,OUT027
DRI13,3085.48932,OUT045
FDG32,3039.433439,OUT018
FDU14,3085.48932,OUT017
FDD28,418.4822792,OUT019
NCP41,1866.35432,OUT017
FDS08,2768.182302,OUT049
FDX47,2399.848804,OUT045
FDC53,613.6573555,OUT019
FDQ19,3085.48932,OUT035
FDL14,2399.848804,OUT045
FDM33,1925.991283,OUT019
FDA51,1986.226356,OUT045
FDZ27,1531.924435,OUT018
FDT04,1577.980316,OUT046
DRC13,2032.474752,OUT049
FDR16,3634.438887,OUT027
FDQ03,3634.438887,OUT027
FDE38,2666.242972,OUT035
DRH23,2126.929883,OUT027
FDT11,1710.425595,OUT019
FDD09,2815.942669,OUT035
FDR40,1623.236124,OUT045
FDX07,2869.923632,OUT017
FDR07,1715.881031,OUT035
FDA51,1986.226356,OUT017
FDT59,1925.991283,OUT019
FDF20,2869.923632,OUT017
FDR13,1986.226356,OUT045
FDY26,3085.48932,OUT049
FDW04,2032.474752,OUT017
FDK52,3085.48932,OUT017
FDN60,2399.848804,OUT049
FDM09,1608.684265,OUT019
FDP46,1623.236124,OUT049
FDB50,418.4822792,OUT019
NCQ29,3085.48932,OUT049
FDP16,3634.438887,OUT027
FDX33,2353.792923,OUT018
FDP07,1710.425595,OUT010
FDN22,3085.48932,OUT046
FDF39,3085.48932,OUT049
FDS21,1577.980316,OUT017
NCM42,1816.569193,OUT013
FDK50,1324.278667,OUT019
DRF13,2864.558792,OUT027
FDH35,2502.963686,OUT018
FDP60,1727.099512,OUT018
DRJ49,2581.424319,OUT027
NCT42,1156.111188,OUT019
FDE38,2666.242972,OUT049
FDI04,2869.923632,OUT049
NCH54,2399.848804,OUT045
FDT56,1577.980316,OUT049
DRD15,3039.433439,OUT018
FDV58,2869.923632,OUT013
FDP21,2869.923632,OUT049
FDH05,3085.48932,OUT013
FDR10,3032.726271,OUT027
NCP06,2315.609225,OUT045
FDF33,1816.569193,OUT049
DRK37,2869.923632,OUT013
DRH49,1623.236124,OUT045
FDT58,2666.242972,OUT013
FDD41,1770.513312,OUT018
FDP40,1820.298439,OUT018
FDM51,2322.104959,OUT027
FDO45,463.7380867,OUT010
FDW33,657.0711557,OUT010
FDY24,1577.980316,OUT045
FDB10,1925.991283,OUT010
FDM40,2105.860742,OUT035
NCI06,2815.942669,OUT017
FDW12,946.3627051,OUT019
FDX48,2948.798371,OUT027
NCW05,2365.51876,OUT027
FDX27,1715.881031,OUT017
DRM37,2869.923632,OUT045
FDA38,3085.48932,OUT045
FDR36,1577.980316,OUT046
FDZ45,2935.18259,OUT046
FDG05,2399.848804,OUT017
FDK28,3085.48932,OUT013
FDV47,1623.236124,OUT045
FDN21,2399.848804,OUT045
FDP20,2581.424319,OUT027
FDI35,2869.923632,OUT045
DRY23,1577.980316,OUT013
FDA56,2032.474752,OUT017
FDB09,2032.474752,OUT013
NCO26,2535.175923,OUT027
FDQ49,2353.792923,OUT018
FDI52,2581.424319,OUT027
FDZ44,2535.175923,OUT027
FDZ09,2502.963686,OUT018
FDY03,1986.226356,OUT049
NCG42,2032.474752,OUT017
DRI13,3634.438887,OUT027
FDQ32,2032.474752,OUT013
FDW16,1667.410909,OUT035
FDU27,1577.980316,OUT046
FDR28,1324.278667,OUT010
FDQ49,1240.350767,OUT010
FDS37,1986.226356,OUT046
FDW26,3039.433439,OUT018
FDX12,3039.433439,OUT018
NCP06,2399.848804,OUT013
FDW45,1156.111188,OUT010
NCN30,1715.881031,OUT049
FDN24,1577.980316,OUT049
NCL41,2126.929883,OUT027
FDR02,706.8562828,OUT019
FDD09,1656.444632,OUT010
FDS33,463.7380867,OUT010
FDU22,2032.474752,OUT045
FDI53,2483.776704,OUT013
DRH01,2768.182302,OUT049
FDX32,2105.860742,OUT013
NCP30,1531.924435,OUT018
FDB60,2869.923632,OUT045
FDB14,1667.410909,OUT049
NCP02,1577.980316,OUT035
FDJ10,2105.860742,OUT017
FDG34,1866.35432,OUT046
NCB18,1623.236124,OUT017
FDM16,1577.980316,OUT049
FDW25,1577.180243,OUT018
FDB35,507.9128724,OUT010
DRN11,2105.860742,OUT013
FDF41,1925.991283,OUT019
FDH16,1623.236124,OUT045
NCQ50,3039.433439,OUT018
DRH23,1531.924435,OUT018
DRJ37,2399.848804,OUT013
DRJ24,3418.873199,OUT027
FDY16,2869.923632,OUT035
FDQ27,1816.569193,OUT045
FDZ33,2315.609225,OUT045
FDF29,2105.860742,OUT045
FDA08,2483.776704,OUT049
FDG31,1577.980316,OUT046
FDE34,1710.425595,OUT019
NCR30,2126.929883,OUT027
FDV33,3085.48932,OUT035
DRZ24,1986.418872,OUT018
NCL54,2768.182302,OUT035
FDR12,2768.182302,OUT049
NCC54,3085.48932,OUT046
DRN59,1577.980316,OUT013
FDX50,706.8562828,OUT019
FDV31,3364.892236,OUT027
NCA29,3317.131869,OUT027
FDW60,2768.182302,OUT049
FDX08,2869.923632,OUT017
DRD49,3085.48932,OUT013
FDD33,3085.48932,OUT046
FDW35,1577.980316,OUT013
FDJ36,1816.569193,OUT017
FDV51,2549.019566,OUT035
FDW36,1816.569193,OUT046
FDH35,2549.019566,OUT046
NCS30,2581.424319,OUT027
FDN49,1577.980316,OUT017
FDL08,3039.433439,OUT018
FDI09,3085.48932,OUT013
FDP19,1986.418872,OUT018
FDU21,418.4822792,OUT010
NCP41,1816.569193,OUT045
FDY10,1986.226356,OUT013
FDP12,1531.924435,OUT018
NCN26,1986.226356,OUT049
FDK44,2768.182302,OUT013
FDC28,1866.35432,OUT049
FDJ41,3634.438887,OUT027
NCT29,2032.474752,OUT035
NCH42,1925.991283,OUT019
FDU60,2620.187091,OUT018
FDS02,2869.923632,OUT045
FDC51,2032.474752,OUT046
FDU03,2869.923632,OUT013
FDX39,3085.48932,OUT045
NCY05,418.4822792,OUT010
NCL06,3634.438887,OUT027
FDD32,1577.980316,OUT035
NCN41,2032.474752,OUT045
NCX53,2105.860742,OUT049
FDU57,1156.111188,OUT019
FDQ23,1816.569193,OUT046
FDQ52,3085.48932,OUT045
FDC14,1577.980316,OUT045
FDY09,2768.182302,OUT035
FDQ28,2399.848804,OUT045
FDV25,3085.48932,OUT046
FDJ07,1986.226356,OUT035
DRB25,1816.569193,OUT049
FDK52,1925.991283,OUT019
FDY52,2126.929883,OUT027
FDB28,2869.923632,OUT046
FDT36,1577.980316,OUT035
FDV25,3085.48932,OUT017
NCN07,2581.424319,OUT027
FDC57,2869.923632,OUT017
FDQ03,3039.433439,OUT018
FDU23,2666.242972,OUT017
NCX41,3085.48932,OUT035
NCD06,1577.980316,OUT035
FDW08,1816.569193,OUT045
NCU29,2315.609225,OUT017
NCE06,2399.848804,OUT013
FDV52,826.7283193,OUT010
FDB02,2768.182302,OUT017
NCR18,1577.980316,OUT045
FDK16,1715.881031,OUT049
NCQ29,1925.991283,OUT010
FDZ01,657.0711557,OUT019
FDW27,2399.848804,OUT035
FDD17,3039.433439,OUT018
FDW39,2768.182302,OUT013
DRH59,1577.980316,OUT045
FDS52,1773.155392,OUT013
FDU40,3418.873199,OUT027
NCF54,2768.182302,OUT013
FDH46,1816.569193,OUT045
NCP14,1816.569193,OUT049
FDH50,2869.923632,OUT049
DRF15,1240.350767,OUT010
FDV27,2172.185691,OUT027
NCJ06,2032.474752,OUT049
FDN02,2987.912939,OUT018
FDQ51,1577.980316,OUT049
FDQ07,3085.48932,OUT017
FDS45,1816.569193,OUT049
NCJ06,2032.474752,OUT045
FDD36,1986.226356,OUT035
FDY25,2869.923632,OUT045
FDU52,2399.848804,OUT046
DRK47,3085.48932,OUT017
NCL30,2032.474752,OUT017
FDN22,3085.48932,OUT035
NCF30,2581.424319,OUT027
FDK03,3085.48932,OUT035
FDT45,1577.980316,OUT017
NCC54,3634.438887,OUT027
FDP08,2823.867751,OUT018
FDU44,2483.776704,OUT046
DRG39,1577.980316,OUT035
FDU32,2032.474752,OUT049
FDY27,2815.942669,OUT049
NCP54,2032.474752,OUT013
NCZ41,2032.474752,OUT049
DRL49,2105.860742,OUT013
FDI05,1531.924435,OUT018
FDY56,3085.48932,OUT045
DRC13,2032.474752,OUT013
NCV29,2815.942669,OUT017
FDR24,1667.410909,OUT049
FDZ34,2823.867751,OUT018
FDP37,2032.474752,OUT035
FDX08,3364.892236,OUT027
FDS57,2105.860742,OUT045
NCG18,1816.569193,OUT049
FDK25,2620.187091,OUT018
FDH53,1577.980316,OUT049
DRI59,3039.433439,OUT018
FDA52,2768.182302,OUT046
FDT20,418.4822792,OUT010
FDE36,1324.278667,OUT019
FDI24,2768.182302,OUT017
FDB28,2889.126709,OUT018
FDV11,2768.182302,OUT017
FDP01,2399.848804,OUT046
FDD34,3032.726271,OUT027
FDJ50,2126.929883,OUT027
FDZ44,1986.226356,OUT013
DRO59,1577.980316,OUT035
DRB48,1577.980316,OUT045
FDR21,2722.126421,OUT018
NCE42,1925.991283,OUT010
FDO23,1667.410909,OUT046
NCE30,3039.433439,OUT018
FDQ22,1577.980316,OUT035
FDY01,1986.226356,OUT045
FDS08,2815.942669,OUT017
FDG28,3039.433439,OUT018
FDQ51,1531.924435,OUT018
FDB05,3085.48932,OUT017
FDO56,1986.226356,OUT049
FDE02,1621.355029,OUT018
FDN45,3085.48932,OUT017
FDS09,1577.980316,OUT013
NCA54,2769.886788,OUT018
FDP09,1925.991283,OUT010
FDC53,1773.155392,OUT045
NCM55,2869.923632,OUT017
FDL09,2620.187091,OUT018
FDA11,507.9128724,OUT019
FDA50,1715.881031,OUT045
FDC23,2815.942669,OUT017
FDE22,2399.848804,OUT049
FDD23,2869.923632,OUT046
NCA29,2768.182302,OUT049
FDK38,2315.609225,OUT046
DRC13,2032.474752,OUT046
NCP43,2815.942669,OUT049
FDX28,1773.155392,OUT049
FDF08,1667.410909,OUT049
FDZ33,2315.609225,OUT046
FDD10,2815.942669,OUT049
FDO58,2483.776704,OUT017
FDI50,3085.48932,OUT017
FDO58,2549.019566,OUT045
FDX08,2815.942669,OUT013
NCK17,418.4822792,OUT010
FDF39,3085.48932,OUT035
FDU45,706.8562828,OUT010
NCJ18,1940.170475,OUT018
DRC27,1925.991283,OUT019
DRC25,1623.236124,OUT035
FDU59,2399.848804,OUT035
FDU28,2869.923632,OUT035
NCP30,1577.980316,OUT046
FDB39,1531.924435,OUT018
FDE41,1623.236124,OUT013
DRH11,418.4822792,OUT010
FDA58,3085.48932,OUT045
FDU50,1986.226356,OUT046
FDM34,2032.474752,OUT013
FDM44,2322.104959,OUT027
FDR39,2869.923632,OUT045
FDM25,2768.182302,OUT045
FDQ49,2399.848804,OUT049
DRH25,1531.924435,OUT018
FDM09,3317.131869,OUT027
FDL44,1240.350767,OUT019
NCR42,1531.924435,OUT018
DRL59,1577.980316,OUT046
FDX43,2666.242972,OUT013
DRK47,1925.991283,OUT010
FDU48,2059.804861,OUT018
FDY12,1577.980316,OUT045
NCN43,1986.418872,OUT018
NCM55,2823.867751,OUT018
FDQ21,2581.424319,OUT027
FDX13,3085.48932,OUT035
NCK30,3634.438887,OUT027
FDG20,2768.182302,OUT049
DRG27,1577.980316,OUT017
FDY14,3039.433439,OUT018
FDP59,1816.569193,OUT035
FDU60,2666.242972,OUT017
NCC18,1608.684265,OUT019
DRJ39,3085.48932,OUT017
FDS07,1986.226356,OUT049
FDM08,3634.438887,OUT027
FDP51,2032.474752,OUT045
FDU16,1623.236124,OUT035
FDH12,1816.569193,OUT013
